usage_frequency,weekly_hours,recommendation_watch_pct,fallback_action,skip_count_range,primary_issue,repetition_frequency,creator_discovery_frequency,recommendation_priority,shorts_discovery_frequency,desired_improvement,satisfaction_score,watch_more_likelihood,skip_count_numeric,click_archetype,click_reasons_count,click_topic_flag,click_creator_flag,click_packaging_flag,ignore_archetype,ignore_reasons_count,ignore_relevance_flag,ignore_packaging_flag,ignore_duration_flag,surface_archetype,surfaces_count,surface_home_flag,surface_shorts_flag,surface_subscriptions_flag,discovery_orientation,desired_count,desired_exploitation_flag,desired_exploration_flag
Multiple times a day,2,50.0,Search for another video,1-5,Repetitive videos,Often,Sometimes,Trending videos,Often,Better personalization,9,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploration_Focused,2,0,1
Rarely,2,100.0,Leave YouTube,1-5,Irrelevant videos,Rarely,Sometimes,Videos similar to what I just watched,Sometimes,Fewer repeated videos,8,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
Daily,2,0.0,Watch Shorts,1-5,Repetitive videos,Never,Never,My watch history,Sometimes,More content variety,3,Very Unlikely,3,Creator_Driven,1,0,1,0,Packaging_Friction,1,0,1,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Rarely,15,50.0,Leave YouTube,1-5,Irrelevant videos,Rarely,Sometimes,My watch history,Rarely,Better recommendations for new interests,2,Very Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Multiple times a day,10,60.0,Search for another video,6-10,Irrelevant videos,Sometimes,Sometimes,My subscriptions,Never,Better personalization,5,Likely,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
Multiple times a day,2,50.0,Search for another video,1-5,Repetitive videos,Often,Sometimes,Trending videos,Often,Better personalization,9,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Daily,9,50.0,Watch Shorts,6-10,Too much clickbait,Very Often,Often,My subscriptions,Often,Better personalization,5,Likely,8,Packaging_Influenced,2,1,0,1,Compound_Friction,3,1,1,1,Home_Exclusive,2,1,0,0,Exploitation_Focused,1,1,0
Daily,3,40.0,Watch Shorts,1-5,Repetitive videos,Sometimes,Rarely,My subscriptions,Sometimes,More content variety,8,Neutral,3,Packaging_Driven,1,0,0,1,Packaging_Friction,1,0,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,3,20.0,Browse subscriptions,1-5,Irrelevant videos,Very Often,Sometimes,My searches,Sometimes,Better personalization,5,Neutral,3,Packaging_Influenced,3,1,0,1,Compound_Friction,3,1,1,0,Search_Oriented,2,0,0,1,Balanced_Discovery,2,1,1
Multiple times a day,5,20.0,Browse subscriptions,1-5,Irrelevant videos,Very Often,Sometimes,My searches,Sometimes,Better personalization,5,Neutral,3,Packaging_Influenced,3,1,0,1,Compound_Friction,3,1,1,0,Search_Oriented,2,0,0,1,Balanced_Discovery,2,1,1
Daily,1,50.0,Search for another video,1-5,Too much clickbait,Sometimes,Often,My watch history,Sometimes,More content variety,5,Likely,3,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Search_Oriented,1,0,0,0,Balanced_Discovery,5,1,1
Rarely,1,40.0,Leave YouTube,1-5,Too many Shorts,Sometimes,Sometimes,My searches,Sometimes,More content variety,6,Likely,3,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,15,70.0,Search for another video,11-20,Too much clickbait,Sometimes,Often,My watch history,Sometimes,Better personalization,7,Likely,15,Content_Creator_Blend,2,1,1,0,Compound_Friction,3,1,1,1,Home_Hybrid,2,1,0,1,Balanced_Discovery,4,1,1
Multiple times a day,7,80.0,Search for another video,6-10,Irrelevant videos,Sometimes,Sometimes,My subscriptions,Never,Better personalization,4,Likely,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
Weekly,2,5.0,Search for another video,6-10,Repetitive videos,Never,Rarely,Trending videos,Sometimes,More content variety,9,Very Likely,8,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Multiple times a day,5,100.0,Watch Shorts,6-10,Irrelevant videos,Sometimes,Sometimes,My searches,Often,Better personalization,9,Very Likely,8,Packaging_Influenced,3,1,0,1,Compound_Friction,4,1,1,1,Omni_Surface,4,1,1,1,Exploitation_Focused,3,1,0
Rarely,10,80.0,Watch Shorts,6-10,Irrelevant videos,Rarely,Sometimes,Videos similar to what I just watched,Rarely,Fewer repeated videos,8,Neutral,8,Topic_Driven,1,1,0,0,Packaging_Friction,1,0,1,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Several times a week,2,50.0,Watch Shorts,1-5,Repetitive videos,Very Often,Sometimes,Trending videos,Sometimes,Better recommendations for new interests,6,Neutral,3,Packaging_Influenced,2,1,0,1,Relevance_Friction,1,1,0,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Daily,5,10.0,Leave YouTube,>20,Not my choice,Very Often,Sometimes,My subscriptions,Sometimes,Less clickbait,6,Neutral,25,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Balanced_Discovery,3,1,1
Daily,2,10.0,Watch Shorts,1-5,Repetitive videos,Never,Never,My watch history,Never,Better personalization,2,Very Unlikely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Several times a week,2,50.0,Watch Shorts,1-5,Repetitive videos,Very Often,Sometimes,Trending videos,Sometimes,Better recommendations for new interests,6,Neutral,3,Packaging_Influenced,3,1,0,1,Relevance_Friction,1,1,0,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Rarely,2,100.0,Leave YouTube,1-5,Irrelevant videos,Rarely,Sometimes,Videos similar to what I just watched,Sometimes,Fewer repeated videos,8,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
Rarely,1,20.0,Leave YouTube,1-5,Irrelevant videos,Often,Sometimes,My watch history,Sometimes,Fewer repeated videos,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,2,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Several times a week,2,20.0,Search for another video,1-5,Too much clickbait,Often,Sometimes,My watch history,Rarely,Better personalization,8,Likely,3,Packaging_Influenced,3,1,1,1,Packaging_Friction,2,0,1,0,Search_Oriented,2,0,0,0,Exploitation_Focused,3,1,0
Rarely,2,5.0,Browse subscriptions,1-5,Ads are more,Very Often,Sometimes,My watch history,Very Often,Better recommendations for new interests,7,Very Likely,3,Packaging_Influenced,2,1,0,1,Compound_Friction,3,1,1,1,Omni_Surface,3,0,1,1,Exploitation_Focused,2,1,0
Rarely,2,100.0,Leave YouTube,1-5,Irrelevant videos,Rarely,Sometimes,Videos similar to what I just watched,Sometimes,Fewer repeated videos,8,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
Daily,10,50.0,Search for another video,1-5,Irrelevant videos,Often,Sometimes,My subscriptions,Sometimes,More content variety,8,Likely,3,Content_Creator_Blend,2,1,1,0,Compound_Friction,3,1,1,0,Omni_Surface,3,1,1,0,Balanced_Discovery,2,1,1
Rarely,5,70.0,Leave YouTube,1-5,Repetitive videos,Sometimes,Often,My watch history,Often,Better personalization,5,Neutral,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,0,1,Shorts_Primary,1,0,1,0,Exploitation_Focused,2,1,0
Daily,3,40.0,Watch Shorts,1-5,Repetitive videos,Sometimes,Rarely,My subscriptions,Sometimes,More content variety,8,Neutral,3,Packaging_Driven,1,0,0,1,Packaging_Friction,1,0,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Weekly,1,5.0,Watch Shorts,1-5,Irrelevant videos,Often,Sometimes,My watch history,Sometimes,More content variety,6,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Daily,10,20.0,Browse subscriptions,11-20,Irrelevant videos,Often,Sometimes,My searches,Often,More content variety,6,Neutral,15,Topic_Driven,1,1,0,0,Compound_Friction,1,0,0,0,Subscription_Primary,2,0,0,1,Exploration_Focused,2,0,1
Several times a week,3,40.0,Look for other recommendations,1-5,Irrelevant videos,Sometimes,Often,My watch history,Sometimes,Better personalization,7,Likely,3,Packaging_Influenced,3,1,1,1,Compound_Friction,2,1,1,0,Omni_Surface,3,1,0,0,Balanced_Discovery,2,1,1
Several times a week,1,80.0,Search for another video,1-5,Repetitive videos,Often,Sometimes,My subscriptions,,More content variety,6,Likely,3,Packaging_Driven,2,0,0,1,Compound_Friction,3,1,1,1,Shorts_Primary,1,0,1,0,Exploitation_Focused,1,1,0
Multiple times a day,3,100.0,Search for another video,11-20,Old/outdated videos,Sometimes,Rarely,My searches,Sometimes,More content variety,6,Neutral,15,Creator_Driven,1,0,1,0,Packaging_Friction,1,0,1,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Daily,2,70.0,Look for other recommendations,1-5,Repetitive videos,Sometimes,Sometimes,My watch history,Sometimes,More content variety,8,Likely,3,Content_Creator_Blend,2,1,1,0,Compound_Friction,3,1,1,1,Home_Hybrid,2,1,1,0,Balanced_Discovery,3,1,1
Multiple times a day,1,90.0,Watch Shorts,1-5,Repetitive videos,Often,Sometimes,My searches,Sometimes,Less clickbait,7,Very Likely,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,36,10.0,Search for another video,1-5,Too many Shorts,Often,Rarely,My watch history,,Better personalization,4,Neutral,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,0,1,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Weekly,1,50.0,Leave YouTube,6-10,Repetitive videos,Often,Sometimes,Trending videos,Sometimes,More content variety,7,Neutral,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Omni_Surface,3,1,1,0,Exploitation_Focused,1,1,0
Daily,3,50.0,Leave YouTube,1-5,Too many Shorts,Sometimes,Rarely,My searches,Sometimes,Fewer repeated videos,8,Likely,3,Packaging_Influenced,3,1,1,1,Compound_Friction,3,1,1,0,Search_Oriented,2,0,0,1,Balanced_Discovery,3,1,1
Daily,2,40.0,Watch Shorts,1-5,Repetitive videos,Sometimes,Rarely,My subscriptions,Sometimes,More content variety,8,Neutral,3,Packaging_Driven,1,0,0,1,Packaging_Friction,1,0,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,3,10.0,Search for another video,6-10,Repetitive videos,Sometimes,Sometimes,Videos similar to what I just watched,Sometimes,More content variety,5,Likely,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Multiple times a day,5,90.0,Watch Shorts,11-20,Irrelevant videos,Sometimes,Often,Videos similar to what I just watched,Often,Less clickbait,8,Likely,15,Topic_Driven,1,1,0,0,Compound_Friction,3,1,1,1,Home_Hybrid,2,1,1,0,Exploitation_Focused,3,1,0
Daily,1,60.0,Search for another video,1-5,Too much clickbait,Sometimes,Often,My watch history,Sometimes,More content variety,5,Likely,3,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Search_Oriented,1,0,0,0,Balanced_Discovery,5,1,1
Several times a week,2,50.0,Watch Shorts,1-5,Repetitive videos,Very Often,Sometimes,Trending videos,Sometimes,Better recommendations for new interests,6,Neutral,3,Packaging_Influenced,2,1,0,1,Relevance_Friction,1,1,0,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Several times a week,3,0.0,Search for another video,1-5,Irrelevant videos,Often,Sometimes,My searches,Rarely,Better personalization,4,Likely,20,Packaging_Influenced,3,1,1,1,Compound_Friction,3,1,1,1,Search_Oriented,1,0,0,0,Exploitation_Focused,3,1,0
Weekly,1,15.0,Watch Shorts,1-5,Irrelevant videos,Often,Sometimes,My watch history,Sometimes,More content variety,6,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Daily,3,20.0,Watch Shorts,1-5,Irrelevant videos,Sometimes,Sometimes,My searches,Often,Better personalization,8,Very Likely,3,Content_Creator_Blend,2,1,1,0,Compound_Friction,1,1,0,1,Omni_Surface,3,1,1,0,Exploitation_Focused,1,1,0
Multiple times a day,5,100.0,Search for another video,>20,Old/outdated videos,Sometimes,Rarely,My searches,Sometimes,More content variety,6,Neutral,25,Creator_Driven,1,0,1,0,Packaging_Friction,1,0,1,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Daily,5,20.0,Watch Shorts,6-10,Old/outdated videos,Sometimes,Sometimes,My subscriptions,Sometimes,Less clickbait,4,Likely,8,Topic_Driven,1,1,0,0,Compound_Friction,2,1,0,1,Search_Oriented,1,0,0,0,Balanced_Discovery,2,1,1
Daily,1,35.0,Search for another video,>20,Repetitive videos,Sometimes,Sometimes,My subscriptions,Often,Better recommendations for new interests,4,Neutral,25,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Rarely,3,10.0,Search for another video,6-10,Repetitive videos,Sometimes,Sometimes,My searches,Never,More content variety,5,Likely,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Several times a week,2,5.0,Search for another video,>20,Too much clickbait,Often,Sometimes,My subscriptions,Sometimes,Fewer repeated videos,9,Likely,25,Packaging_Driven,1,0,0,1,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Multiple times a day,5,60.0,Search for another video,6-10,Repetitive videos,Sometimes,Often,My searches,Often,Better recommendations for new interests,6,Neutral,8,Packaging_Influenced,3,1,0,1,Compound_Friction,3,1,1,1,Omni_Surface,3,1,1,1,Balanced_Discovery,3,1,1
Multiple times a day,1,90.0,Watch Shorts,1-5,Repetitive videos,Often,Sometimes,My searches,Sometimes,Less clickbait,7,Very Likely,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Daily,2,100.0,Watch Shorts,1-5,Repetitive videos,Sometimes,Never,Videos similar to what I just watched,Often,Better recommendations for new interests,2,Very Unlikely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Multiple times a day,6,90.0,Watch Shorts,11-20,Irrelevant videos,Sometimes,Often,Videos similar to what I just watched,Often,Less clickbait,8,Likely,15,Topic_Driven,1,1,0,0,Compound_Friction,3,1,1,1,Home_Hybrid,2,1,1,0,Exploitation_Focused,3,1,0
Rarely,2,5.0,Leave YouTube,1-5,Irrelevant videos,Sometimes,Rarely,My searches,Sometimes,Better personalization,3,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Several times a week,10,20.0,Leave YouTube,1-5,Irrelevant videos,Sometimes,Rarely,My searches,Rarely,Better personalization,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,2,0,0,0,Exploitation_Focused,1,1,0
Several times a week,6,5.0,Search for another video,>20,Irrelevant videos,Often,Sometimes,My searches,Rarely,Better personalization,4,Likely,25,Packaging_Influenced,3,1,1,1,Compound_Friction,3,1,1,1,Search_Oriented,1,0,0,0,Exploitation_Focused,3,1,0
Multiple times a day,15,80.0,Look for other recommendations,6-10,Repetitive videos,Often,Often,My watch history,Rarely,More content variety,7,Neutral,8,Packaging_Influenced,4,1,1,1,Compound_Friction,2,1,1,0,Omni_Surface,3,1,0,1,Balanced_Discovery,3,1,1
Multiple times a day,10,30.0,Search for another video,1-5,Old/outdated videos,Sometimes,Rarely,Trending videos,Often,More content variety,8,Neutral,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,0,1,Home_Exclusive,2,1,0,0,Balanced_Discovery,3,1,1
Rarely,1,15.0,Leave YouTube,6-10,Repetitive videos,Sometimes,Sometimes,My searches,Sometimes,More content variety,5,Neutral,8,Topic_Driven,1,1,0,0,Packaging_Friction,1,0,1,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Rarely,2,60.0,Watch Shorts,1-5,Irrelevant videos,Sometimes,Rarely,My watch history,Sometimes,Better recommendations for new interests,6,Neutral,3,Packaging_Influenced,4,1,1,1,Compound_Friction,4,1,1,1,Shorts_Primary,1,0,1,0,Balanced_Discovery,2,1,1
Weekly,2,5.0,Search for another video,6-10,Repetitive videos,Never,Rarely,Trending videos,Sometimes,More content variety,9,Very Likely,8,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Rarely,2,5.0,Browse subscriptions,1-5,Ads are more,Very Often,Sometimes,My watch history,Very Often,Better recommendations for new interests,8,Very Likely,3,Packaging_Influenced,2,1,0,1,Compound_Friction,3,1,1,1,Omni_Surface,3,0,1,1,Exploitation_Focused,2,1,0
Multiple times a day,2,75.0,Leave YouTube,1-5,Too many Shorts,Sometimes,Often,My searches,Sometimes,More content variety,7,Likely,3,Packaging_Influenced,4,1,1,1,Compound_Friction,3,1,1,1,Home_Exclusive,2,1,0,0,Exploration_Focused,1,0,1
Multiple times a day,7,90.0,Watch Shorts,6-10,Irrelevant videos,Sometimes,Sometimes,My searches,Often,Better personalization,9,Very Likely,8,Packaging_Influenced,3,1,0,1,Compound_Friction,4,1,1,1,Omni_Surface,3,1,1,1,Exploitation_Focused,3,1,0
Daily,2,100.0,Watch Shorts,1-5,Repetitive videos,Sometimes,Never,Videos similar to what I just watched,Often,Better recommendations for new interests,2,Very Unlikely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Daily,10,5.0,Search for another video,>20,Advertisements,Often,Never,My watch history,Rarely,Less / No Advertising,5,Neutral,25,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Several times a week,2,50.0,Watch Shorts,1-5,Repetitive videos,Very Often,Sometimes,Trending videos,Sometimes,Better recommendations for new interests,6,Neutral,3,Packaging_Influenced,2,1,0,1,Relevance_Friction,1,1,0,0,Home_Hybrid,2,1,1,0,Exploitation_Focused,1,1,0
Daily,3,10.0,Browse subscriptions,>20,Too much clickbait,Often,Sometimes,My subscriptions,Sometimes,Fewer repeated videos,4,Neutral,25,Packaging_Driven,1,0,0,1,Relevance_Friction,1,1,0,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Several times a week,2,10.0,Leave YouTube,1-5,Too many Shorts,Often,Rarely,My subscriptions,Never,Better personalization,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Weekly,1,10.0,Watch Shorts,1-5,Irrelevant videos,Often,Sometimes,My watch history,Sometimes,More content variety,6,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Daily,2,100.0,Leave YouTube,6-10,Repetitive videos,Often,Sometimes,My watch history,Sometimes,Fewer repeated videos,5,Neutral,8,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Several times a week,5,30.0,Leave YouTube,>20,Irrelevant videos,Very Often,Often,My searches,Rarely,Less clickbait,5,Neutral,25,Packaging_Influenced,2,1,0,1,Compound_Friction,2,1,1,0,Shorts_Primary,2,0,1,0,Balanced_Discovery,3,1,1
Multiple times a day,15,20.0,Look for other recommendations,1-5,Irrelevant videos,Very Often,Rarely,Trending videos,,Better personalization,6,Likely,3,Packaging_Influenced,2,0,1,1,Relevance_Friction,2,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Several times a week,10,20.0,Leave YouTube,1-5,Irrelevant videos,Sometimes,Rarely,My searches,Rarely,Better personalization,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,2,0,0,0,Exploitation_Focused,1,1,0
Daily,1,0.0,Browse subscriptions,6-10,Repetitive videos,Never,Never,Videos similar to what I just watched,Never,More content variety,5,Very Likely,8,Packaging_Driven,1,0,0,1,Packaging_Friction,1,0,1,0,Shorts_Primary,1,0,1,0,Exploitation_Focused,1,1,0
Multiple times a day,1,40.0,Leave YouTube,1-5,Irrelevant videos,Often,Rarely,Trending videos,Sometimes,Fewer repeated videos,5,Neutral,3,Topic_Driven,1,1,0,0,Packaging_Friction,1,0,1,0,Home_Hybrid,1,0,0,0,Exploitation_Focused,1,1,0
Daily,2,10.0,Watch Shorts,1-5,Repetitive videos,Never,Never,My watch history,Never,Better personalization,2,Very Unlikely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,2,60.0,Leave YouTube,1-5,Too many Shorts,Sometimes,Often,My searches,Sometimes,More content variety,7,Likely,3,Packaging_Influenced,4,1,1,1,Compound_Friction,3,1,1,1,Home_Exclusive,2,1,0,0,Exploration_Focused,1,0,1
Several times a week,2,10.0,Leave YouTube,1-5,Repetitive videos,Very Often,Sometimes,My watch history,Sometimes,Fewer repeated videos,8,Likely,3,Packaging_Influenced,2,0,1,1,Compound_Friction,2,1,0,1,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Daily,2,50.0,Look for other recommendations,6-10,Repetitive videos,Very Often,Sometimes,Videos similar to what I just watched,Often,Fewer repeated videos,8,Likely,8,Content_Creator_Blend,2,1,1,0,Compound_Friction,2,1,1,0,Home_Exclusive,2,1,0,0,Balanced_Discovery,3,1,1
Several times a week,10,10.0,Search for another video,1-5,Too many Shorts,Often,Sometimes,My searches,Rarely,Better recommendations for new interests,5,Neutral,3,Content_Creator_Blend,2,1,1,0,Compound_Friction,2,1,0,1,Home_Hybrid,2,1,0,1,Balanced_Discovery,2,1,1
Daily,1,50.0,Search for another video,>20,Repetitive videos,Sometimes,Sometimes,My subscriptions,Often,Better recommendations for new interests,4,Neutral,25,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Weekly,2,10.0,Search for another video,1-5,Too much clickbait,Never,Sometimes,Videos similar to what I just watched,Sometimes,More content variety,10,Likely,3,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Home_Exclusive,2,1,0,0,Exploitation_Focused,2,1,0
Several times a week,2,0.0,Leave YouTube,6-10,Too many Shorts,Sometimes,Sometimes,My searches,Often,More content variety,5,Neutral,8,Packaging_Influenced,2,1,0,1,Compound_Friction,3,1,1,1,Search_Oriented,1,0,0,0,Balanced_Discovery,2,1,1
Several times a week,2,10.0,Leave YouTube,1-5,Too many Shorts,Often,Rarely,My subscriptions,Never,Better personalization,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Rarely,1,20.0,Leave YouTube,1-5,Irrelevant videos,Often,Sometimes,My watch history,Sometimes,Fewer repeated videos,5,Neutral,3,Topic_Driven,1,1,0,0,Relevance_Friction,2,1,0,0,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Daily,2,50.0,Look for other recommendations,1-5,Irrelevant videos,Rarely,Sometimes,My watch history,Sometimes,Fewer repeated videos,5,Neutral,3,Topic_Driven,1,1,0,0,Packaging_Friction,1,0,1,0,Home_Exclusive,1,1,0,0,Exploration_Focused,1,0,1
Weekly,2,40.0,Watch Shorts,11-20,Too much clickbait,Sometimes,Sometimes,My searches,Sometimes,Better personalization,8,Neutral,15,Packaging_Influenced,2,1,0,1,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Exploration_Focused,1,0,1
Daily,3,10.0,Leave YouTube,>20,Not my choice,Very Often,Sometimes,My subscriptions,Sometimes,Less clickbait,6,Neutral,25,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Search_Oriented,1,0,0,0,Balanced_Discovery,3,1,1
Multiple times a day,31,10.0,Search for another video,1-5,Too many Shorts,Often,Rarely,My watch history,,Better personalization,4,Neutral,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,0,1,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Daily,3,20.0,Search for another video,1-5,Irrelevant videos,Often,Rarely,Videos similar to what I just watched,,Better personalization,7,Likely,3,Content_Creator_Blend,2,1,1,0,Compound_Friction,2,1,0,1,Home_Hybrid,1,0,0,0,Exploitation_Focused,1,1,0
Several times a week,1,80.0,Search for another video,1-5,Repetitive videos,Often,Sometimes,My subscriptions,,More content variety,7,Likely,3,Packaging_Driven,2,0,0,1,Compound_Friction,4,1,1,1,Shorts_Primary,1,0,1,0,Exploitation_Focused,1,1,0
Several times a week,1,80.0,Search for another video,1-5,Repetitive videos,Often,Sometimes,My subscriptions,,More content variety,5,Likely,3,Packaging_Driven,2,0,0,1,Compound_Friction,4,1,1,1,Shorts_Primary,1,0,1,0,Exploitation_Focused,1,1,0
Several times a week,2,10.0,Leave YouTube,1-5,Repetitive videos,Very Often,Sometimes,My watch history,Sometimes,Fewer repeated videos,8,Likely,3,Packaging_Influenced,2,0,1,1,Compound_Friction,2,1,0,1,Search_Oriented,1,0,0,0,Exploitation_Focused,1,1,0
Weekly,1,5.0,Leave YouTube,1-5,Old/outdated videos,Often,Sometimes,My searches,Sometimes,More content variety,7,Likely,3,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Multiple times a day,12,70.0,Search for another video,11-20,Too many Shorts,Rarely,Never,My watch history,Never,Better personalization,1,Very Unlikely,15,Topic_Driven,1,1,0,0,Compound_Friction,2,1,1,0,Home_Exclusive,1,1,0,0,Exploitation_Focused,1,1,0
Multiple times a day,1,95.0,Watch Shorts,1-5,Repetitive videos,Often,Sometimes,My searches,Sometimes,Less clickbait,7,Very Likely,3,Topic_Driven,1,1,0,0,Compound_Friction,2,1,1,0,Shorts_Primary,1,0,1,0,Exploration_Focused,1,0,1
Daily,1,80.0,Watch Shorts,1-5,Too many Shorts,Often,Rarely,My subscriptions,,Better personalization,4,Likely,3,Topic_Driven,1,1,0,0,Duration_Friction,1,0,0,1,Shorts_Primary,1,0,1,0,Exploitation_Focused,1,1,0
Multiple times a day,10,80.0,Search for another video,6-10,Irrelevant videos,Sometimes,Sometimes,My subscriptions,Never,Better personalization,4,Likely,8,Topic_Driven,1,1,0,0,Relevance_Friction,1,1,0,0,Subscription_Primary,1,0,0,1,Exploitation_Focused,1,1,0
